,PropertyUrl,sq ft,sqft lot,acres lot,FoodFactor
16855,https://www.realtor.com/realestateandhomes-detail/404-NE-13th-Ave_Fort-Lauderdale_FL_33301_M50345-99248,"3,428","7,800",,  9/10
16860,https://www.realtor.com/realestateandhomes-detail/3833-Sanctuary-Dr_Coral-Springs_FL_33065_M64078-46784,"2,144","7,819",,  6/10
16834,https://www.realtor.com/realestateandhomes-detail/1715-SE-10th-St_Fort-Lauderdale_FL_33316_M50057-06770,"6,548",,0.29,  10/10
16864,https://www.realtor.com/realestateandhomes-detail/15563-SW-52nd-Ct_Miramar_FL_33027_M67910-22388,"2,054","6,242",,  1/10
16861,https://www.realtor.com/realestateandhomes-detail/3505-Windmill-Ranch-Rd_Weston_FL_33331_M51538-61084,"6,601",,1.28,  1/10
16862,https://www.realtor.com/realestateandhomes-detail/4896-SW-28th-Ter_Fort-Lauderdale_FL_33312_M68791-40231,,"8,106",,  5/10
16865,https://www.realtor.com/realestateandhomes-detail/1944-NE-2nd-Ave_Pompano-Beach_FL_33060_M64709-18428,"1,274","7,430",,  4/10
16863,https://www.realtor.com/realestateandhomes-detail/1062-Pine-Branch-Dr_Weston_FL_33326_M50902-56896,"3,130",,0.25,  4/10
16869,https://www.realtor.com/realestateandhomes-detail/724-Middle-River-Dr_Fort-Lauderdale_FL_33304_M60434-36950,"3,305",,0.29,  10/10
16873,https://www.realtor.com/realestateandhomes-detail/421-Holly-Ln_Plantation_FL_33317_M96763-80135,"4,746",,0.98,  1/10
16870,https://www.realtor.com/realestateandhomes-detail/249-SE-3rd-Ave_Pompano-Beach_FL_33060_M53225-68257,"1,982","7,700",,  6/10
16867,https://www.realtor.com/realestateandhomes-detail/2806-Island-Dr_Miramar_FL_33023_M67510-11697,"1,502","5,995",,  5/10
16871,https://www.realtor.com/realestateandhomes-detail/6740-Custer-St_Hollywood_FL_33024_M64598-01101,"1,160","6,500",,  2/10
16872,https://www.realtor.com/realestateandhomes-detail/817-NW-30th-St_Wilton-Manors_FL_33311_M52561-98989,"2,204","6,824",,  7/10
16868,https://www.realtor.com/realestateandhomes-detail/605-SW-65th-Ave_Margate_FL_33068_M64350-34474,"2,705",,0.55,  4/10
16866,https://www.realtor.com/realestateandhomes-detail/2462-Wiley-St_Hollywood_FL_33020_M62265-08078,"1,253","7,891",,  5/10
16874,https://www.realtor.com/realestateandhomes-detail/705-NW-73rd-Ter_Margate_FL_33063_M67467-95051,,"5,822",,  5/10
16880,https://www.realtor.com/realestateandhomes-detail/NW-8th-St_Fort-Lauderdale_FL_33311_M57040-38585,0,"4,861",,  2/10
16877,https://www.realtor.com/realestateandhomes-detail/4031-NE-18th-Ave_Oakland-Park_FL_33334_M58892-46927,"2,563","7,879",,  6/10
16876,https://www.realtor.com/realestateandhomes-detail/10143-Sweet-Bay-Mnr_Parkland_FL_33076_M51840-55301,"4,469",,0.34,  1/10
16875,https://www.realtor.com/realestateandhomes-detail/2671-Edgewater-Dr_Weston_FL_33332_M59267-76880,"3,287",,0.26,  1/10
16879,https://www.realtor.com/realestateandhomes-detail/808-Johnson-St_Hollywood_FL_33019_M60012-72722,"1,733","4,929",,  10/10
16878,https://www.realtor.com/realestateandhomes-detail/1248-SW-4th-Ter_Pompano-Beach_FL_33060_M61248-29468,"1,698","8,000",,  8/10
16881,https://www.realtor.com/realestateandhomes-detail/3621-NW-8th-Pl_Fort-Lauderdale_FL_33311_M59202-61638,974,"6,003",,  2/10
16883,https://www.realtor.com/realestateandhomes-detail/13711-Sheridan-St_Southwest-Ranches_FL_33330_M62296-69752,"11,356",,,  5/10
16887,https://www.realtor.com/realestateandhomes-detail/641-NE-9th-Ave_Fort-Lauderdale_FL_33304_M91133-15431,"2,420","2,253",,  9/10
16885,https://www.realtor.com/realestateandhomes-detail/5773-NW-120th-Ave_Coral-Springs_FL_33076_M54378-77918,"2,264","2,843",,  4/10
16884,https://www.realtor.com/realestateandhomes-detail/7170-Moseley-St_Hollywood_FL_33024_M57778-97514,"1,382","6,764",,  2/10
16888,https://www.realtor.com/realestateandhomes-detail/1887-NW-70th-Ln_Margate_FL_33063_M53067-27236,"2,152",,0.24,  1/10
16886,https://www.realtor.com/realestateandhomes-detail/701-NE-26th-Ave_Pompano-Beach_FL_33062_M68973-67129,"2,308","9,375",,  6/10
16889,https://www.realtor.com/realestateandhomes-detail/1400-Dewey-St_Hollywood_FL_33020_M62175-90146,"1,316","8,480",,  10/10
16893,https://www.realtor.com/realestateandhomes-detail/223-SW-159th-Way_Sunrise_FL_33326_M52011-58965,"2,755","4,400",,  2/10
16895,https://www.realtor.com/realestateandhomes-detail/134-SW-5th-Ct_Dania-Beach_FL_33004_M66684-75858,"1,068","3,280",,  5/10
16891,https://www.realtor.com/realestateandhomes-detail/2480-NW-67th-Ct_Fort-Lauderdale_FL_33309_M62543-64111,"1,763","9,750",,  6/10
16892,https://www.realtor.com/realestateandhomes-detail/2940-NW-26th-St_Fort-Lauderdale_FL_33311_M53817-47950,"1,468","6,408",,  2/10
16890,https://www.realtor.com/realestateandhomes-detail/1631-Van-Buren-St_Hollywood_FL_33020_M61613-29945,"1,094","5,122",,  10/10
16896,https://www.realtor.com/realestateandhomes-detail/4802-SW-118th-Ter_Cooper-City_FL_33330_M51614-63336,"1,807",,0.24,  1/10
16894,https://www.realtor.com/realestateandhomes-detail/16730-NW-13th-St_Pembroke-Pines_FL_33028_M56834-13828,"2,076","6,984",,  1/10
16882,https://www.realtor.com/realestateandhomes-detail/590-Coconut-Palm-Ter_Plantation_FL_33324_M52969-26751,"5,668",,0.34,  1/10
16899,https://www.realtor.com/realestateandhomes-detail/9171-NW-21st-Mnr_Sunrise_FL_33322_M65632-37387,"1,819","8,121",,  1/10
16904,https://www.realtor.com/realestateandhomes-detail/10130-NW-32nd-St_Sunrise_FL_33351_M59090-28845,"1,608","6,000",,  1/10
16902,https://www.realtor.com/realestateandhomes-detail/3058-SW-140th-Ave_Miramar_FL_33027_M66339-29045,"1,541","8,722",,  4/10
16901,https://www.realtor.com/realestateandhomes-detail/1300-N-69th-Ave_Hollywood_FL_33024_M67050-91646,"1,175","8,161",,  1/10
16897,https://www.realtor.com/realestateandhomes-detail/95-SE-7th-Ave_Deerfield-Beach_FL_33441_M61646-92807,"3,613",,0.56,  5/10
16903,https://www.realtor.com/realestateandhomes-detail/747-NW-155th-Ter_Pembroke-Pines_FL_33028_M58869-60406,"2,866","5,775",,  4/10
16898,https://www.realtor.com/realestateandhomes-detail/1319-NW-14th-Ct_Fort-Lauderdale_FL_33311_M51275-82849,"1,617",,0.24,  3/10
16908,https://www.realtor.com/realestateandhomes-detail/1016-Daisy-Ln_Weston_FL_33327_M54888-04717,"3,092","6,453",,  1/10
16909,https://www.realtor.com/realestateandhomes-detail/3566-NW-33rd-St_Lauderdale-Lakes_FL_33309_M65155-49728,"1,888","5,999",,  2/10
16905,https://www.realtor.com/realestateandhomes-detail/2560-NW-105th-Ln_Sunrise_FL_33322_M66091-21361,"1,501","6,903",,  4/10
16906,https://www.realtor.com/realestateandhomes-detail/2318-NE-17th-Ave_Wilton-Manors_FL_33305_M61362-58740,"2,134",,0.28,  9/10
16907,https://www.realtor.com/realestateandhomes-detail/1551-Madison-St_Hollywood_FL_33020_M51111-01153,"1,001","5,457",,  9/10
16911,https://www.realtor.com/realestateandhomes-detail/7440-SW-6th-Ct_Plantation_FL_33317_M63447-66212,"2,344",,,  6/10
16910,https://www.realtor.com/realestateandhomes-detail/6500-Flagler-St_Hollywood_FL_33023_M51885-99792,"1,336","6,890",,  5/10
16916,https://www.realtor.com/realestateandhomes-detail/5500-Jackson-St_Hollywood_FL_33021_M55189-51000,"1,874",,0.23,  2/10
16918,https://www.realtor.com/realestateandhomes-detail/14930-Bel-Aire-Dr-S_Pembroke-Pines_FL_33027_M56807-93840,"2,801","7,192",,  1/10
16917,https://www.realtor.com/realestateandhomes-detail/39-SE-8th-Ter_Deerfield-Beach_FL_33441_M66878-32107,"1,445","7,000",,  6/10
16914,https://www.realtor.com/realestateandhomes-detail/1101-NE-16th-Ter_Fort-Lauderdale_FL_33304_M57508-17980,"1,405",,0.31,  6/10
16915,https://www.realtor.com/realestateandhomes-detail/2628-NW-58th-Ave_Margate_FL_33063_M97732-98411,910,"6,366",,  1/10
16913,https://www.realtor.com/realestateandhomes-detail/410-NE-5th-Ave_Pompano-Beach_FL_33060_M61175-51389,"2,648",,0.42,  1/10
16912,https://www.realtor.com/realestateandhomes-detail/1551-Lacosta-Dr-E_Pembroke-Pines_FL_33027_M50498-95280,"3,056","6,640",,  1/10
16920,https://www.realtor.com/realestateandhomes-detail/7006-NW-89th-Ave_Tamarac_FL_33321_M56956-55092,"1,654","8,424",,  1/10
16923,https://www.realtor.com/realestateandhomes-detail/18951-SW-57th-Ct_Southwest-Ranches_FL_33332_M58555-24398,"3,892",,1.14,  1/10
16919,https://www.realtor.com/realestateandhomes-detail/8125-NW-5th-St_Coral-Springs_FL_33071_M59027-21454,"2,053","9,662",,  1/10
16921,https://www.realtor.com/realestateandhomes-detail/2634-Wiley-St_Hollywood_FL_33020_M59522-93901,"1,251","7,153",,  1/10
16924,https://www.realtor.com/realestateandhomes-detail/6968-NW-69th-Ct_Tamarac_FL_33321_M57584-59916,"1,945","5,163",,  4/10
16922,https://www.realtor.com/realestateandhomes-detail/1051-NE-23rd-St_Pompano-Beach_FL_33064_M54107-76896,"1,201","6,146",,  1/10
16925,https://www.realtor.com/realestateandhomes-detail/2269-Quail-Roost-Dr_Weston_FL_33327_M54033-16645,"3,197","7,852",,  1/10
16926,https://www.realtor.com/realestateandhomes-detail/1043-Lincoln-St_Hollywood_FL_33019_M69164-98376,"1,336","6,252",,  9/10
16927,https://www.realtor.com/realestateandhomes-detail/3010-Sunset-Ln_Margate_FL_33063_M52284-31490,"1,917","3,790",,  1/10
16929,https://www.realtor.com/realestateandhomes-detail/8231-NW-51st-Ct_Lauderhill_FL_33351_M52816-19437,"2,207","7,509",,  4/10
16928,https://www.realtor.com/realestateandhomes-detail/1420-Diplomat-Pkwy_Hollywood_FL_33019_M69264-37010,"3,970",,0.31,  10/10
16932,https://www.realtor.com/realestateandhomes-detail/120-NW-42nd-Ct_Pompano-Beach_FL_33064_M58369-66506,,,,  2/10
16931,https://www.realtor.com/realestateandhomes-detail/610-Carolina-Ave_Fort-Lauderdale_FL_33312_M69463-04832,"1,305","8,930",,  2/10
16930,https://www.realtor.com/realestateandhomes-detail/4222-NW-83rd-Ln_Coral-Springs_FL_33065_M50946-95395,"2,688",,0.24,  2/10
16933,https://www.realtor.com/realestateandhomes-detail/7355-NW-52nd-Ct_Lauderhill_FL_33319_M67427-53882,"2,707","8,999",,  1/10
16935,https://www.realtor.com/realestateandhomes-detail/13674-Artisan-Cir_Palm-Beach-Gardens_FL_33418_M67064-52052,0,"6,303",,  6/10
16934,https://www.realtor.com/realestateandhomes-detail/1011-Diplomat-Pkwy_Hallandale-Beach_FL_33009_M63857-34078,"3,653",,0.39,  10/10
16936,https://www.realtor.com/realestateandhomes-detail/2031-NE-22nd-Ter_Fort-Lauderdale_FL_33305_M58964-39254,"1,650",,0.26,  9/10
16938,https://www.realtor.com/realestateandhomes-detail/512-NW-15th-Ter_Fort-Lauderdale_FL_33311_M51988-37105,"1,408","5,650",,  9/10
16939,https://www.realtor.com/realestateandhomes-detail/9095-NW-24th-Ct_Coral-Springs_FL_33065_M60236-98076,"1,903",,0.27,  3/10
16937,https://www.realtor.com/realestateandhomes-detail/1830-NW-26th-Ter_Fort-Lauderdale_FL_33311_M62171-38583,,"6,500",,  1/10
16940,https://www.realtor.com/realestateandhomes-detail/4251-NE-4th-Ave_Pompano-Beach_FL_33064_M59546-70025,"1,215","7,876",,  1/10
16945,https://www.realtor.com/realestateandhomes-detail/1667-N-Dixie-Hwy_Fort-Lauderdale_FL_33305_M66903-41520,"1,674","9,335",,  7/10
16944,https://www.realtor.com/realestateandhomes-detail/1896-Aspen-Ln_Weston_FL_33327_M54371-54121,"2,672",,0.33,  4/10
16942,https://www.realtor.com/realestateandhomes-detail/2611-SW-12th-Ter_Fort-Lauderdale_FL_33315_M65603-30093,,"6,120",,  6/10
16900,https://www.realtor.com/realestateandhomes-detail/11325-Fairfield-St_Parkland_FL_33076_M67782-18707,"3,251","6,875",,  6/10
16947,https://www.realtor.com/realestateandhomes-detail/1300-SW-24th-Ave_Fort-Lauderdale_FL_33312_M68233-53115,714,"6,502",,  6/10
16946,https://www.realtor.com/realestateandhomes-detail/1561-NE-47th-St_Oakland-Park_FL_33334_M66898-79808,"1,617","7,490",,  7/10
16941,https://www.realtor.com/realestateandhomes-detail/5941-NW-14th-Ct_Sunrise_FL_33313_M54682-12974,"2,617","7,003",,  1/10
16943,https://www.realtor.com/realestateandhomes-detail/833-NW-30th-St_Wilton-Manors_FL_33311_M69263-95372,"1,404","7,345",,  7/10
16952,https://www.realtor.com/realestateandhomes-detail/51-NW-56th-Ct_Fort-Lauderdale_FL_33309_M53910-12648,"1,046","5,998",,  4/10
16955,https://www.realtor.com/realestateandhomes-detail/11940-NW-4th-St_Plantation_FL_33325_M58198-23625,"4,274",,0.91,  1/10
16953,https://www.realtor.com/realestateandhomes-detail/Hollywood_FL_33019_M62346-21232,"2,827","6,053",,  9/10
16949,https://www.realtor.com/realestateandhomes-detail/6600-NW-57th-Ct_Tamarac_FL_33321_M55470-38852,"1,587","5,800",,  1/10
16951,https://www.realtor.com/realestateandhomes-detail/3101-Contego-Ln_Riviera-Beach_FL_33418_M56187-57571,"1,476","4,443",,  3/10
16948,https://www.realtor.com/realestateandhomes-detail/3890-NW-3rd-Ave_Pompano-Beach_FL_33064_M63542-87401,"1,390","8,411",,  1/10
16950,https://www.realtor.com/realestateandhomes-detail/216-NW-42nd-Ave_Plantation_FL_33317_M51899-31920,"1,645","7,644",,  1/10
16954,https://www.realtor.com/realestateandhomes-detail/7100-NW-49th-Ct_Lauderhill_FL_33319_M52096-96168,"2,190","9,086",,  4/10
16960,https://www.realtor.com/realestateandhomes-detail/1040-SW-14th-St_Deerfield-Beach_FL_33441_M57825-90577,"1,404","7,000",,  5/10
16957,https://www.realtor.com/realestateandhomes-detail/379-NW-153rd-Ave_Hollywood_FL_33028_M65557-72276,"1,836","6,123",,  1/10
16962,https://www.realtor.com/realestateandhomes-detail/4502-NW-43rd-Ave_Tamarac_FL_33319_M65147-12878,"1,096","4,950",,  1/10
16959,https://www.realtor.com/realestateandhomes-detail/3660-NE-16th-Ave_Oakland-Park_FL_33334_M54381-79959,"1,188","6,275",,  9/10
16961,https://www.realtor.com/realestateandhomes-detail/917-SW-20th-St_Fort-Lauderdale_FL_33315_M66780-90471,"1,326","6,248",,  6/10
16958,https://www.realtor.com/realestateandhomes-detail/908-SW-18th-St_Fort-Lauderdale_FL_33315_M60654-01111,"1,235","7,498",,  6/10
16963,https://www.realtor.com/realestateandhomes-detail/1889-NW-83rd-Dr_Coral-Springs_FL_33071_M90620-66864,"2,421","9,599",,  4/10
16966,https://www.realtor.com/realestateandhomes-detail/7125-Crescent-Creek-Way_Coconut-Creek_FL_33073_M99613-21592,"1,948","5,085",,  6/10
16967,https://www.realtor.com/realestateandhomes-detail/3691-Vista-Way_Weston_FL_33331_M64982-76001,"3,888","7,150",,  3/10
16970,https://www.realtor.com/realestateandhomes-detail/1906-SW-181st-Way_Miramar_FL_33029_M64997-50192,"2,639","8,591",,  1/10
16969,https://www.realtor.com/realestateandhomes-detail/11320-NW-32nd-Pl_Sunrise_FL_33323_M55678-93258,"1,364","6,001",,  4/10
16964,https://www.realtor.com/realestateandhomes-detail/238-Conservation-Dr_Weston_FL_33327_M58978-93541,"1,559","5,231",,  1/10
16965,https://www.realtor.com/realestateandhomes-detail/1510-Sunset-Way_Weston_FL_33327_M53896-02778,"1,347","4,506",,  6/10
16968,https://www.realtor.com/realestateandhomes-detail/2812-NE-28th-St_Fort-Lauderdale_FL_33306_M64556-89252,"2,390",,0.23,  10/10
16956,https://www.realtor.com/realestateandhomes-detail/3190-NW-113th-Ter_Sunrise_FL_33323_M55646-51121,"1,422","6,001",,  2/10
16971,https://www.realtor.com/realestateandhomes-detail/9259-NW-13th-Pl_Coral-Springs_FL_33071_M56868-39849,"2,117",,0.24,  4/10
16972,https://www.realtor.com/realestateandhomes-detail/933-Falling-Water-Rd_Weston_FL_33326_M53378-25924,"1,672","6,263",,  1/10
16977,https://www.realtor.com/realestateandhomes-detail/5056-NW-113th-Ave_Coral-Springs_FL_33076_M58975-64233,"2,746",,0.42,  1/10
16974,https://www.realtor.com/realestateandhomes-detail/550-SE-3rd-Ave_Pompano-Beach_FL_33060_M68431-40108,"1,743","7,861",,  9/10
16973,https://www.realtor.com/realestateandhomes-detail/16523-Segovia-Cir-S_Fort-Lauderdale_FL_33331_M54946-24563,"2,444","9,750",,  1/10
16978,https://www.realtor.com/realestateandhomes-detail/3861-NE-16th-Ave_Oakland-Park_FL_33334_M59704-12150,"1,751","6,150",,  7/10
16976,https://www.realtor.com/realestateandhomes-detail/1070-NE-36th-St_Oakland-Park_FL_33334_M59464-12883,"1,044","5,798",,  6/10
16975,https://www.realtor.com/realestateandhomes-detail/2142-NE-58th-Ct_Fort-Lauderdale_FL_33308_M54324-15110,"2,235","7,507",,  6/10
16979,https://www.realtor.com/realestateandhomes-detail/2406-Cat-Cay-Ln_Fort-Lauderdale_FL_33312_M69811-37116,"1,174","6,737",,  2/10
16980,https://www.realtor.com/realestateandhomes-detail/2144-NE-64th-St_Fort-Lauderdale_FL_33308_M67885-71396,"1,373","7,395",,  6/10
16981,https://www.realtor.com/realestateandhomes-detail/18273-NW-15th-Ln_Pembroke-Pines_FL_33029_M55621-50451,"2,718","8,451",,  1/10
16986,https://www.realtor.com/realestateandhomes-detail/2440-NE-26th-Ave_Fort-Lauderdale_FL_33305_M66312-86374,"3,770",,0.23,  7/10
16983,https://www.realtor.com/realestateandhomes-detail/6901-SW-9th-St_Pembroke-Pines_FL_33023_M65673-76505,"2,140","8,005",,  1/10
16982,https://www.realtor.com/realestateandhomes-detail/8311-NW-59th-St_Tamarac_FL_33321_M54015-89878,"1,660","5,464",,  1/10
16984,https://www.realtor.com/realestateandhomes-detail/211-S-Gordon-Rd_Fort-Lauderdale_FL_33301_M52003-84054,,"6,500",,  10/10
16988,https://www.realtor.com/realestateandhomes-detail/Monterey-Way_Tamarac_FL_33319_M59615-05342,"1,642","2,848",,  4/10
16987,https://www.realtor.com/realestateandhomes-detail/16692-Royal-Poinciana-Dr_Weston_FL_33326_M53385-22605,"1,502","7,191",,  2/10
16985,https://www.realtor.com/realestateandhomes-detail/1486-Zenith-Way_Weston_FL_33327_M53765-59698,"1,828","7,933",,  1/10
16992,https://www.realtor.com/realestateandhomes-detail/4155-Laurel-Ridge-Cir_Weston_FL_33331_M69543-65096,"3,480","8,099",,  1/10
16990,https://www.realtor.com/realestateandhomes-detail/9089-NW-55th-St_Sunrise_FL_33351_M62432-70171,,"4,396",,  1/10
16989,https://www.realtor.com/realestateandhomes-detail/3797-Barbados-Ave_Hollywood_FL_33026_M59182-78319,"3,263",,0.24,  1/10
16993,https://www.realtor.com/realestateandhomes-detail/8322-NW-7th-St_Coral-Springs_FL_33071_M56461-82706,"2,238",,0.25,  4/10
16995,https://www.realtor.com/realestateandhomes-detail/12959-NW-18th-Ct_Pembroke-Pines_FL_33028_M52616-63784,"2,443","8,099",,  1/10
16998,https://www.realtor.com/realestateandhomes-detail/8229-NW-125th-Ln_Parkland_FL_33076_M54068-70728,"3,553","6,619",,  1/10
16991,https://www.realtor.com/realestateandhomes-detail/2710-Bogota-Ave_Hollywood_FL_33026_M53427-80369,"1,432","4,545",,  1/10
17000,https://www.realtor.com/realestateandhomes-detail/2484-Poinciana-Ln_Weston_FL_33327_M52062-02616,"4,327",,0.47,  6/10
16994,https://www.realtor.com/realestateandhomes-detail/1562-NW-84th-Dr_Coral-Springs_FL_33071_M58642-25736,"2,028",,0.24,  1/10
16999,https://www.realtor.com/realestateandhomes-detail/6375-NW-77th-Pl_Parkland_FL_33067_M59417-35747,"2,393","5,476",,  1/10
16996,https://www.realtor.com/realestateandhomes-detail/1112-Jefferson-St_Hollywood_FL_33019_M69214-17480,"2,865",,0.31,  10/10
17001,https://www.realtor.com/realestateandhomes-detail/375-Kathy-Ln_Margate_FL_33068_M62886-57672,"1,910",,0.29,  4/10
16997,https://www.realtor.com/realestateandhomes-detail/Watercrest-Cir_Parkland_FL_33076_M67819-45301,"4,071","8,750",,  1/10
17003,https://www.realtor.com/realestateandhomes-detail/SW-160th-Ave_Miramar_FL_33027_M67872-47735,,,0.25,  4/10
17004,https://www.realtor.com/realestateandhomes-detail/15300-NW-7th-St_Hollywood_FL_33028_M66671-22912,"1,709","4,986",,  1/10
17006,https://www.realtor.com/realestateandhomes-detail/9551-Eden-Mnr_Parkland_FL_33076_M50010-56415,"4,544",,0.38,  1/10
17002,https://www.realtor.com/realestateandhomes-detail/1655-Bunting-Ln_Weston_FL_33327_M63943-09036,"3,926","8,587",,  1/10
17005,https://www.realtor.com/realestateandhomes-detail/517-SE-25th-Ave_Fort-Lauderdale_FL_33301_M59823-35326,"4,596",,0.29,  10/10
17007,https://www.realtor.com/realestateandhomes-detail/3730-NW-26th-St_Lauderdale-Lakes_FL_33311_M69827-41477,"2,122","7,741",,  2/10
17009,https://www.realtor.com/realestateandhomes-detail/12666-NW-12th-Ct_Sunrise_FL_33323_M58824-55079,"1,529","4,019",,  1/10
17013,https://www.realtor.com/realestateandhomes-detail/2406-Bimini-Ln_Fort-Lauderdale_FL_33312_M60727-42502,"1,225","6,739",,  4/10
17008,https://www.realtor.com/realestateandhomes-detail/715-SW-6th-Ave_Hallandale-Beach_FL_33009_M56183-50580,"1,960",,0.26,  6/10
17010,https://www.realtor.com/realestateandhomes-detail/1104-SE-5th-Ct_Deerfield-Beach_FL_33441_M61805-68098,"1,456","9,702",,  9/10
